item_id,name,category,subcategory,width_cm,depth_cm,height_cm,mass_kg,temp_requirement,lot_number,current_location,orientation_allowed,hazardous_class,tags_id,priority,expiry_date,maximum_uses,current_uses,usage_remaining,usage_frequency,preferred_zone,status
000447,Spare_Parts_004,Structural_and_Spacecraft_Components,Spare_Parts,74.6,78.4,10.6,30.8,AMBIENT,LOT2024-756,,True,NONE,"[""BAR336588""]",55,N/A,,0,,0.06,Engineering_Bay,ACTIVE
000448,Spare_Parts_005,Structural_and_Spacecraft_Components,Spare_Parts,60.4,101.4,20.6,73.04,AMBIENT,LOT2026-958,,True,NONE,"[""BAR450541"", ""QR8759""]",51,N/A,,0,,0.13,Engineering_Bay,ACTIVE
000449,Spare_Parts_006,Structural_and_Spacecraft_Components,Spare_Parts,63.4,123.2,113.8,116.81,AMBIENT,LOT2024-641,,False,NONE,"[""BAR568143"", ""RFID21211""]",89,N/A,,0,,0.46,Engineering_Bay,ACTIVE
000450,Spare_Parts_007,Structural_and_Spacecraft_Components,Spare_Parts,110.1,121.7,16.8,120.75,AMBIENT,LOT2026-443,,True,NONE,"[""BAR168986"", ""RFID17312""]",53,N/A,,0,,0.16,Engineering_Bay,ACTIVE
000451,Spare_Parts_008,Structural_and_Spacecraft_Components,Spare_Parts,117.8,50.3,76.0,99.64,AMBIENT,LOT2025-815,,True,NONE,"[""BAR548901""]",50,N/A,,0,,0.18,Engineering_Bay,WASTE
000452,Spare_Parts_009,Structural_and_Spacecraft_Components,Spare_Parts,79.0,62.7,31.2,17.2,AMBIENT,LOT2026-809,,True,NONE,"[""BAR981621"", ""RFID85132"", ""QR9337""]",88,N/A,,0,,0.14,Engineering_Bay,ACTIVE
000453,Spare_Parts_010,Structural_and_Spacecraft_Components,Spare_Parts,77.8,51.6,97.7,10.95,AMBIENT,LOT2026-983,,True,NONE,"[""BAR783362"", ""RFID50788""]",69,N/A,,0,,0.28,Engineering_Bay,ACTIVE
000454,Spare_Parts_011,Structural_and_Spacecraft_Components,Spare_Parts,98.4,57.8,116.7,78.62,AMBIENT,LOT2026-839,,False,NONE,"[""BAR975744"", ""RFID17157""]",59,N/A,,0,,0.11,Engineering_Bay,ACTIVE
000455,Spare_Parts_012,Structural_and_Spacecraft_Components,Spare_Parts,122.1,64.4,83.5,104.83,AMBIENT,LOT2025-873,,True,NONE,"[""BAR706507"", ""RFID53995""]",79,N/A,,0,,0.22,Engineering_Bay,ACTIVE
000456,Spare_Parts_013,Structural_and_Spacecraft_Components,Spare_Parts,122.6,25.5,34.1,2.55,AMBIENT,LOT2025-639,,True,NONE,"[""BAR323491"", ""RFID53452""]",64,N/A,,0,,0.2,Engineering_Bay,ACTIVE
000457,Spare_Parts_014,Structural_and_Spacecraft_Components,Spare_Parts,20.9,21.3,49.4,84.09,AMBIENT,LOT2024-647,,True,NONE,"[""BAR714136""]",59,N/A,,0,,0.49,Engineering_Bay,ACTIVE
000458,Spare_Parts_015,Structural_and_Spacecraft_Components,Spare_Parts,48.5,54.1,29.2,127.44,AMBIENT,LOT2024-181,,True,NONE,"[""BAR983825"", ""RFID23263"", ""QR3248""]",65,N/A,,0,,0.2,Engineering_Bay,IN_USE
000459,Spare_Parts_016,Structural_and_Spacecraft_Components,Spare_Parts,141.7,59.7,36.4,121.8,WARM,LOT2026-903,,True,NONE,"[""BAR554786"", ""QR3366""]",60,N/A,,0,,0.44,Engineering_Bay,ACTIVE
000460,Spare_Parts_017,Structural_and_Spacecraft_Components,Spare_Parts,89.2,110.3,45.0,65.57,AMBIENT,LOT2024-782,,True,NONE,"[""BAR745952"", ""RFID80184"", ""QR3434""]",90,N/A,,0,,0.18,Engineering_Bay,ACTIVE
000461,Spare_Parts_018,Structural_and_Spacecraft_Components,Spare_Parts,133.5,130.7,116.5,133.1,AMBIENT,LOT2025-810,,True,NONE,"[""BAR795732"", ""RFID31945""]",63,N/A,,0,,0.38,Engineering_Bay,ACTIVE
000462,Spare_Parts_019,Structural_and_Spacecraft_Components,Spare_Parts,84.8,80.4,45.4,57.33,AMBIENT,LOT2025-486,,True,NONE,"[""BAR381370"", ""RFID93637""]",80,N/A,,0,,0.3,Engineering_Bay,ACTIVE
000463,Spare_Parts_020,Structural_and_Spacecraft_Components,Spare_Parts,46.4,132.2,53.5,47.29,AMBIENT,LOT2025-261,,True,NONE,"[""BAR677295"", ""RFID21013"", ""QR9500""]",74,N/A,,0,,0.19,Engineering_Bay,ACTIVE
000464,Spare_Parts_021,Structural_and_Spacecraft_Components,Spare_Parts,100.7,75.4,61.4,62.53,AMBIENT,LOT2025-026,,True,NONE,"[""BAR288288"", ""RFID44815""]",81,N/A,,0,,0.19,Engineering_Bay,ACTIVE
000465,Spare_Parts_022,Structural_and_Spacecraft_Components,Spare_Parts,86.7,103.7,96.4,139.14,AMBIENT,LOT2025-040,,True,NONE,"[""BAR672549"", ""RFID35774""]",56,N/A,,0,,0.14,Engineering_Bay,IN_USE
000466,Spare_Parts_023,Structural_and_Spacecraft_Components,Spare_Parts,129.9,44.8,76.4,22.4,WARM,LOT2024-789,,True,NONE,"[""BAR414021"", ""RFID55433""]",84,N/A,,0,,0.21,Engineering_Bay,ACTIVE
000467,Spare_Parts_024,Structural_and_Spacecraft_Components,Spare_Parts,105.2,81.4,66.4,114.65,AMBIENT,LOT2024-233,,True,NONE,"[""BAR858472"", ""RFID72185"", ""QR8679""]",59,N/A,,0,,0.37,Engineering_Bay,ACTIVE
000468,Spare_Parts_025,Structural_and_Spacecraft_Components,Spare_Parts,60.7,44.4,94.7,105.3,AMBIENT,LOT2026-031,,True,NONE,"[""BAR492901"", ""RFID26822""]",63,N/A,,0,,0.37,Engineering_Bay,ACTIVE
000469,Spare_Parts_026,Structural_and_Spacecraft_Components,Spare_Parts,66.1,49.3,56.8,113.39,AMBIENT,LOT2026-024,,False,NONE,"[""BAR695148"", ""RFID28236"", ""QR6410""]",84,N/A,,0,,0.29,Engineering_Bay,IN_USE
000470,Spare_Parts_027,Structural_and_Spacecraft_Components,Spare_Parts,94.6,70.8,51.9,142.41,AMBIENT,LOT2024-487,,True,NONE,"[""BAR213915"", ""RFID69183""]",54,N/A,,0,,0.17,Engineering_Bay,ACTIVE
000471,Spare_Parts_028,Structural_and_Spacecraft_Components,Spare_Parts,43.1,127.4,76.4,5.97,AMBIENT,LOT2025-291,,True,NONE,"[""BAR315893"", ""RFID96451""]",62,N/A,,0,,0.24,Engineering_Bay,ACTIVE
000472,Spare_Parts_029,Structural_and_Spacecraft_Components,Spare_Parts,62.5,138.3,53.0,148.46,AMBIENT,LOT2025-761,,True,NONE,"[""BAR172103"", ""RFID37063"", ""QR4369""]",58,N/A,,0,,0.17,Engineering_Bay,PLANNED
000473,Spare_Parts_030,Structural_and_Spacecraft_Components,Spare_Parts,40.6,94.8,44.1,32.04,AMBIENT,LOT2024-147,,True,NONE,"[""BAR567383"", ""RFID62328""]",79,N/A,,0,,0.14,Engineering_Bay,ACTIVE
000474,Spare_Parts_031,Structural_and_Spacecraft_Components,Spare_Parts,83.8,80.2,14.3,15.48,AMBIENT,LOT2026-812,,True,NONE,"[""BAR411897"", ""RFID32954""]",79,N/A,,0,,0.11,Engineering_Bay,ACTIVE
000475,Spare_Parts_032,Structural_and_Spacecraft_Components,Spare_Parts,70.0,105.7,86.8,16.14,AMBIENT,LOT2024-281,,True,NONE,"[""BAR758592"", ""RFID97380""]",52,N/A,,0,,0.36,Engineering_Bay,IN_USE
000476,Spare_Parts_033,Structural_and_Spacecraft_Components,Spare_Parts,84.2,149.0,70.8,149.31,AMBIENT,LOT2026-785,,True,NONE,"[""BAR917376"", ""RFID69105"", ""QR4397""]",54,N/A,,0,,0.26,Engineering_Bay,ACTIVE
000477,Spare_Parts_034,Structural_and_Spacecraft_Components,Spare_Parts,110.3,117.5,51.9,112.4,AMBIENT,LOT2024-257,,True,NONE,"[""BAR220253"", ""RFID27888""]",62,N/A,,0,,0.38,Engineering_Bay,ACTIVE
000478,Spare_Parts_035,Structural_and_Spacecraft_Components,Spare_Parts,91.3,51.5,114.5,22.76,AMBIENT,LOT2024-859,,True,NONE,"[""BAR118943"", ""RFID33230"", ""QR9759""]",67,N/A,,0,,0.38,Engineering_Bay,ACTIVE
000479,Spare_Parts_036,Structural_and_Spacecraft_Components,Spare_Parts,21.5,55.5,58.5,28.34,AMBIENT,LOT2026-222,,False,NONE,"[""BAR563531"", ""RFID93203""]",52,N/A,,0,,0.33,Engineering_Bay,IN_USE
000480,Spare_Parts_037,Structural_and_Spacecraft_Components,Spare_Parts,70.8,60.1,15.8,2.69,AMBIENT,LOT2024-384,,True,NONE,"[""BAR350127"", ""RFID12102""]",74,N/A,,0,,0.49,Engineering_Bay,ACTIVE
000481,Spare_Parts_038,Structural_and_Spacecraft_Components,Spare_Parts,107.0,48.7,107.1,119.94,AMBIENT,LOT2024-426,,False,NONE,"[""BAR637395"", ""RFID52879""]",60,N/A,,0,,0.32,Engineering_Bay,ACTIVE
000482,Spare_Parts_039,Structural_and_Spacecraft_Components,Spare_Parts,71.4,75.6,35.6,17.67,AMBIENT,LOT2025-670,,True,NONE,"[""BAR431601"", ""RFID37887""]",70,N/A,,0,,0.05,Engineering_Bay,PLANNED
000483,Spare_Parts_040,Structural_and_Spacecraft_Components,Spare_Parts,68.0,28.8,34.0,46.63,AMBIENT,LOT2024-730,,True,NONE,"[""BAR662227"", ""RFID84606"", ""QR2552""]",88,N/A,,0,,0.31,Engineering_Bay,BROKEN
000484,Spare_Parts_041,Structural_and_Spacecraft_Components,Spare_Parts,108.1,146.4,86.3,51.14,AMBIENT,LOT2026-326,,True,NONE,"[""BAR992919"", ""RFID18849""]",90,N/A,,0,,0.31,Engineering_Bay,ACTIVE
000485,Spare_Parts_042,Structural_and_Spacecraft_Components,Spare_Parts,103.3,50.2,74.6,148.28,COLD,LOT2024-317,,True,NONE,"[""BAR347879"", ""RFID41922""]",64,N/A,,0,,0.05,Engineering_Bay,ACTIVE
000486,Spare_Parts_043,Structural_and_Spacecraft_Components,Spare_Parts,39.7,46.6,14.2,138.66,N/A,LOT2025-757,,False,NONE,"[""BAR444656"", ""RFID51620""]",88,N/A,,0,,0.39,Engineering_Bay,ACTIVE
000487,Spare_Parts_044,Structural_and_Spacecraft_Components,Spare_Parts,104.2,57.5,12.6,127.35,AMBIENT,LOT2024-553,,True,NONE,"[""BAR156700""]",71,N/A,,0,,0.14,Engineering_Bay,ACTIVE
000488,Spare_Parts_045,Structural_and_Spacecraft_Components,Spare_Parts,99.0,69.6,45.4,67.47,AMBIENT,LOT2025-072,,True,NONE,"[""BAR301814"", ""RFID28550""]",50,N/A,,0,,0.08,Engineering_Bay,ACTIVE
000489,Spare_Parts_046,Structural_and_Spacecraft_Components,Spare_Parts,123.4,46.6,65.8,65.08,AMBIENT,LOT2026-203,,True,NONE,"[""BAR356822"", ""RFID89410"", ""QR5675""]",79,N/A,,0,,0.3,Engineering_Bay,LOST
000490,Spare_Parts_047,Structural_and_Spacecraft_Components,Spare_Parts,132.1,82.6,114.6,55.22,AMBIENT,LOT2025-433,,True,NONE,"[""BAR629837"", ""RFID66810""]",74,N/A,,0,,0.41,Engineering_Bay,IN_USE
000491,Spare_Parts_048,Structural_and_Spacecraft_Components,Spare_Parts,69.6,131.0,93.5,138.39,AMBIENT,LOT2026-745,,True,NONE,"[""BAR284234"", ""RFID70771""]",88,N/A,,0,,0.16,Engineering_Bay,ACTIVE
000492,Spare_Parts_049,Structural_and_Spacecraft_Components,Spare_Parts,63.3,112.9,31.5,137.59,COLD,LOT2026-748,,True,NONE,"[""BAR860579"", ""RFID63025""]",50,N/A,,0,,0.47,Engineering_Bay,BROKEN
000493,Spare_Parts_050,Structural_and_Spacecraft_Components,Spare_Parts,83.6,103.3,74.7,62.5,N/A,LOT2024-395,,True,NONE,"[""BAR693083"", ""RFID67186""]",52,N/A,,0,,0.39,Engineering_Bay,IN_USE
000494,Spare_Parts_051,Structural_and_Spacecraft_Components,Spare_Parts,112.2,102.5,50.5,10.54,WARM,LOT2026-253,,True,NONE,"[""BAR354125"", ""RFID57371""]",74,N/A,,0,,0.34,Engineering_Bay,ACTIVE
000495,Spare_Parts_052,Structural_and_Spacecraft_Components,Spare_Parts,54.0,79.2,84.9,39.63,AMBIENT,LOT2026-862,,True,NONE,"[""BAR269268"", ""RFID22098""]",88,N/A,,0,,0.46,Engineering_Bay,ACTIVE
000496,Spare_Parts_053,Structural_and_Spacecraft_Components,Spare_Parts,137.1,87.4,30.8,64.6,AMBIENT,LOT2025-513,,False,NONE,"[""BAR659102"", ""RFID60172""]",77,N/A,,0,,0.37,Engineering_Bay,IN_USE
000497,Panels_001,Structural_and_Spacecraft_Components,Panels,31.6,102.7,95.4,52.97,AMBIENT,LOT2024-953,,True,NONE,"[""BAR884639"", ""RFID50383"", ""QR3759""]",59,N/A,,0,,0.41,Engineering_Bay,ACTIVE
000498,Panels_002,Structural_and_Spacecraft_Components,Panels,110.5,88.2,82.0,110.49,AMBIENT,LOT2024-721,,True,NONE,"[""BAR240857"", ""RFID33853""]",60,N/A,,0,,0.07,Engineering_Bay,ACTIVE
000499,Panels_003,Structural_and_Spacecraft_Components,Panels,46.1,117.5,99.0,30.4,AMBIENT,LOT2026-112,,True,NONE,"[""BAR767349"", ""RFID48420"", ""QR3042""]",76,N/A,,0,,0.15,Engineering_Bay,ACTIVE
000500,Panels_004,Structural_and_Spacecraft_Components,Panels,82.1,107.5,21.1,11.04,AMBIENT,LOT2024-100,,True,NONE,"[""BAR321321"", ""RFID10951""]",50,N/A,,0,,0.27,Engineering_Bay,LOST
000501,Panels_005,Structural_and_Spacecraft_Components,Panels,83.2,118.4,76.5,51.81,N/A,LOT2024-964,,True,NONE,"[""BAR478756"", ""RFID59602""]",71,N/A,,0,,0.49,Engineering_Bay,SCHEDULED
000502,Panels_006,Structural_and_Spacecraft_Components,Panels,20.4,133.2,54.2,125.64,COLD,LOT2024-890,,True,NONE,"[""BAR656405"", ""RFID42576""]",58,N/A,,0,,0.32,Engineering_Bay,ACTIVE
000503,Panels_007,Structural_and_Spacecraft_Components,Panels,73.7,44.4,118.5,143.72,COLD,LOT2025-895,,True,NONE,"[""BAR147976""]",70,N/A,,0,,0.35,Engineering_Bay,ACTIVE
000504,Panels_008,Structural_and_Spacecraft_Components,Panels,116.1,123.2,48.3,140.98,N/A,LOT2026-927,,False,NONE,"[""BAR205335"", ""RFID48517""]",80,N/A,,0,,0.36,Engineering_Bay,SCHEDULED
000505,Panels_009,Structural_and_Spacecraft_Components,Panels,122.0,113.2,13.5,75.69,AMBIENT,LOT2026-562,,True,NONE,"[""BAR589478"", ""RFID68495""]",55,N/A,,0,,0.25,Engineering_Bay,ACTIVE
000506,Panels_010,Structural_and_Spacecraft_Components,Panels,42.2,142.7,87.0,17.61,AMBIENT,LOT2025-925,,True,NONE,"[""BAR502118"", ""RFID38885""]",51,N/A,,0,,0.34,Engineering_Bay,LOST
000507,Panels_011,Structural_and_Spacecraft_Components,Panels,106.5,140.0,79.7,74.81,AMBIENT,LOT2026-785,,True,NONE,"[""BAR729858"", ""RFID54987""]",71,N/A,,0,,0.36,Engineering_Bay,IN_USE
000508,Panels_012,Structural_and_Spacecraft_Components,Panels,103.5,93.0,104.2,121.65,AMBIENT,LOT2025-090,,True,NONE,"[""BAR216793"", ""RFID87620""]",64,N/A,,0,,0.38,Engineering_Bay,ACTIVE
000509,Panels_013,Structural_and_Spacecraft_Components,Panels,130.9,144.0,73.5,2.25,AMBIENT,LOT2024-868,,True,NONE,"[""BAR507000""]",53,N/A,,0,,0.2,Engineering_Bay,ACTIVE
000510,Panels_014,Structural_and_Spacecraft_Components,Panels,87.6,98.2,34.4,60.51,AMBIENT,LOT2025-149,,True,NONE,"[""BAR955793""]",84,N/A,,0,,0.26,Engineering_Bay,ACTIVE
000511,Panels_015,Structural_and_Spacecraft_Components,Panels,39.0,106.5,98.1,106.04,AMBIENT,LOT2026-706,,True,NONE,"[""BAR229461"", ""RFID85231""]",88,N/A,,0,,0.42,Engineering_Bay,ACTIVE
000512,Panels_016,Structural_and_Spacecraft_Components,Panels,69.0,147.5,46.6,124.53,AMBIENT,LOT2024-718,,True,NONE,"[""BAR871464"", ""RFID33464""]",63,N/A,,0,,0.37,Engineering_Bay,ACTIVE
000513,Panels_017,Structural_and_Spacecraft_Components,Panels,138.6,40.7,12.4,60.06,AMBIENT,LOT2025-776,,True,NONE,"[""BAR510373"", ""RFID79185""]",77,N/A,,0,,0.16,Engineering_Bay,WASTE
000514,Panels_018,Structural_and_Spacecraft_Components,Panels,91.2,32.7,45.6,119.11,AMBIENT,LOT2026-312,,True,NONE,"[""BAR579757"", ""RFID85649"", ""QR8904""]",53,N/A,,0,,0.16,Engineering_Bay,ACTIVE
000515,Panels_019,Structural_and_Spacecraft_Components,Panels,117.3,115.6,11.0,109.44,AMBIENT,LOT2024-386,,True,NONE,"[""BAR547858"", ""RFID32049""]",86,N/A,,0,,0.07,Engineering_Bay,BROKEN
000516,Panels_020,Structural_and_Spacecraft_Components,Panels,26.8,147.4,81.5,89.82,AMBIENT,LOT2025-251,,True,NONE,"[""BAR135644"", ""RFID61989""]",59,N/A,,0,,0.35,Engineering_Bay,LOST
000517,Panels_021,Structural_and_Spacecraft_Components,Panels,68.8,109.9,97.5,99.46,AMBIENT,LOT2026-392,,True,NONE,"[""BAR388584"", ""RFID68342""]",79,N/A,,0,,0.08,Engineering_Bay,ACTIVE
000518,Panels_022,Structural_and_Spacecraft_Components,Panels,106.9,86.3,12.5,86.8,AMBIENT,LOT2026-764,,True,NONE,"[""BAR199146"", ""RFID33736""]",86,N/A,,0,,0.5,Engineering_Bay,IN_USE
000519,Panels_023,Structural_and_Spacecraft_Components,Panels,36.3,62.3,88.5,129.61,AMBIENT,LOT2026-021,,True,NONE,"[""BAR512925"", ""RFID80309""]",84,N/A,,0,,0.27,Engineering_Bay,ACTIVE
000520,Panels_024,Structural_and_Spacecraft_Components,Panels,90.1,126.4,81.7,113.52,N/A,LOT2024-186,,True,NONE,"[""BAR728204"", ""RFID10697""]",63,N/A,,0,,0.4,Engineering_Bay,ACTIVE
000521,Panels_025,Structural_and_Spacecraft_Components,Panels,46.8,41.0,71.9,128.01,AMBIENT,LOT2024-519,,False,NONE,"[""BAR413081"", ""RFID81359"", ""QR1001""]",52,N/A,,0,,0.14,Engineering_Bay,ACTIVE
000522,Panels_026,Structural_and_Spacecraft_Components,Panels,137.6,58.1,68.8,22.7,AMBIENT,LOT2026-933,,True,NONE,"[""BAR469221"", ""RFID76924"", ""QR2622""]",81,N/A,,0,,0.34,Engineering_Bay,ACTIVE
000523,Panels_027,Structural_and_Spacecraft_Components,Panels,38.4,131.3,33.7,21.86,AMBIENT,LOT2025-285,,True,NONE,"[""BAR234733"", ""RFID65314"", ""QR5177""]",85,N/A,,0,,0.15,Engineering_Bay,ACTIVE
000524,Panels_028,Structural_and_Spacecraft_Components,Panels,79.3,142.8,84.4,141.15,AMBIENT,LOT2024-645,,True,NONE,"[""BAR868265"", ""RFID92984""]",59,N/A,,0,,0.11,Engineering_Bay,ACTIVE
000525,Panels_029,Structural_and_Spacecraft_Components,Panels,126.7,98.6,56.2,24.72,AMBIENT,LOT2026-254,,True,NONE,"[""BAR181290"", ""RFID79660"", ""QR9984""]",77,N/A,,0,,0.22,Engineering_Bay,ACTIVE
000526,Panels_030,Structural_and_Spacecraft_Components,Panels,138.2,121.1,26.1,120.12,COLD,LOT2025-993,,False,NONE,"[""BAR333020"", ""RFID23762""]",67,N/A,,0,,0.08,Engineering_Bay,ACTIVE
000527,Panels_031,Structural_and_Spacecraft_Components,Panels,96.5,124.9,20.5,53.64,AMBIENT,LOT2026-278,,True,NONE,"[""BAR736975"", ""RFID16286"", ""QR7382""]",86,N/A,,0,,0.11,Engineering_Bay,PLANNED
000528,Panels_032,Structural_and_Spacecraft_Components,Panels,122.5,91.7,107.0,61.59,AMBIENT,LOT2024-704,,False,NONE,"[""BAR638512"", ""RFID96188"", ""QR7206""]",87,N/A,,0,,0.29,Engineering_Bay,ACTIVE
000529,Panels_033,Structural_and_Spacecraft_Components,Panels,103.1,68.1,95.5,102.38,AMBIENT,LOT2024-450,,False,NONE,"[""BAR471197"", ""RFID75828"", ""QR8008""]",76,N/A,,0,,0.27,Engineering_Bay,IN_USE
000530,Panels_034,Structural_and_Spacecraft_Components,Panels,49.7,102.6,19.6,47.24,AMBIENT,LOT2026-082,,False,NONE,"[""BAR180418"", ""RFID22272"", ""QR1940""]",70,N/A,,0,,0.06,Engineering_Bay,ACTIVE
000531,Panels_035,Structural_and_Spacecraft_Components,Panels,125.1,21.4,114.3,102.2,AMBIENT,LOT2026-702,,False,NONE,"[""BAR809649""]",58,N/A,,0,,0.21,Engineering_Bay,ACTIVE
000532,Panels_036,Structural_and_Spacecraft_Components,Panels,117.0,112.8,87.3,112.95,N/A,LOT2026-974,,True,NONE,"[""BAR963359""]",65,N/A,,0,,0.35,Engineering_Bay,ACTIVE
000533,Panels_037,Structural_and_Spacecraft_Components,Panels,41.9,140.9,94.0,135.76,AMBIENT,LOT2024-527,,True,NONE,"[""BAR470453""]",61,N/A,,0,,0.2,Engineering_Bay,ACTIVE
000534,Panels_038,Structural_and_Spacecraft_Components,Panels,138.8,52.5,69.3,115.43,AMBIENT,LOT2025-301,,False,NONE,"[""BAR377611"", ""RFID92729""]",57,N/A,,0,,0.12,Engineering_Bay,ACTIVE
000535,Panels_039,Structural_and_Spacecraft_Components,Panels,103.6,127.3,13.9,70.53,AMBIENT,LOT2024-365,,True,NONE,"[""BAR106177"", ""RFID53063"", ""QR2755""]",89,N/A,,0,,0.02,Engineering_Bay,WASTE_EXPIRED
000536,Panels_040,Structural_and_Spacecraft_Components,Panels,66.1,33.2,64.1,14.54,AMBIENT,LOT2025-127,,True,NONE,"[""BAR611088"", ""RFID96066"", ""QR8711""]",82,N/A,,0,,0.21,Engineering_Bay,ACTIVE
000537,Panels_041,Structural_and_Spacecraft_Components,Panels,43.7,125.5,22.0,66.91,AMBIENT,LOT2025-766,,True,NONE,"[""BAR555040"", ""RFID36013"", ""QR5667""]",78,N/A,,0,,0.04,Engineering_Bay,ACTIVE
000538,Panels_042,Structural_and_Spacecraft_Components,Panels,137.1,40.8,31.9,72.94,AMBIENT,LOT2025-564,,True,NONE,"[""BAR619640"", ""RFID26703""]",67,N/A,,0,,0.39,Engineering_Bay,WASTE_EXPIRED
000539,Panels_043,Structural_and_Spacecraft_Components,Panels,140.1,129.6,52.8,18.24,AMBIENT,LOT2024-160,,True,NONE,"[""BAR460836"", ""RFID99710"", ""QR6605""]",56,N/A,,0,,0.23,Engineering_Bay,ACTIVE
000540,Panels_044,Structural_and_Spacecraft_Components,Panels,82.4,56.7,19.1,65.48,AMBIENT,LOT2026-192,,True,NONE,"[""BAR361584"", ""RFID25075""]",89,N/A,,0,,0.5,Engineering_Bay,ACTIVE
000541,Panels_045,Structural_and_Spacecraft_Components,Panels,45.8,111.8,99.1,105.77,AMBIENT,LOT2024-876,,True,NONE,"[""BAR719914"", ""RFID29493"", ""QR3167""]",82,N/A,,0,,0.21,Engineering_Bay,ACTIVE
000542,Panels_046,Structural_and_Spacecraft_Components,Panels,39.0,22.3,32.0,129.92,AMBIENT,LOT2025-717,,True,NONE,"[""BAR764073"", ""QR7980""]",74,N/A,,0,,0.25,Engineering_Bay,ACTIVE
000543,Panels_047,Structural_and_Spacecraft_Components,Panels,59.6,55.0,40.9,53.95,AMBIENT,LOT2024-187,,False,NONE,"[""BAR142875"", ""RFID96563""]",76,N/A,,0,,0.12,Engineering_Bay,ACTIVE
000544,Panels_048,Structural_and_Spacecraft_Components,Panels,33.1,44.0,114.3,55.81,AMBIENT,LOT2026-014,,True,NONE,"[""BAR816137"", ""RFID27079""]",69,N/A,,0,,0.38,Engineering_Bay,ACTIVE
000545,Panels_049,Structural_and_Spacecraft_Components,Panels,88.8,68.3,81.5,33.08,AMBIENT,LOT2024-134,,True,NONE,"[""BAR760140"", ""RFID25775"", ""QR4120""]",74,N/A,,0,,0.11,Engineering_Bay,ACTIVE
000546,Panels_050,Structural_and_Spacecraft_Components,Panels,142.4,100.5,43.2,72.18,AMBIENT,LOT2024-045,,True,NONE,"[""BAR234041"", ""RFID82154""]",62,N/A,,0,,0.45,Engineering_Bay,IN_USE
000547,Panels_051,Structural_and_Spacecraft_Components,Panels,92.8,65.2,50.3,95.22,WARM,LOT2024-495,,False,NONE,"[""BAR539357"", ""RFID76043""]",57,N/A,,0,,0.1,Engineering_Bay,ACTIVE
000548,Panels_052,Structural_and_Spacecraft_Components,Panels,57.7,144.3,16.7,145.93,AMBIENT,LOT2025-507,,True,NONE,"[""BAR817953"", ""RFID77303""]",62,N/A,,0,,0.1,Engineering_Bay,IN_USE
000549,Panels_053,Structural_and_Spacecraft_Components,Panels,121.3,72.1,39.9,29.24,AMBIENT,LOT2026-714,,True,NONE,"[""BAR109291""]",60,N/A,,0,,0.24,Engineering_Bay,IN_USE
000550,Panels_054,Structural_and_Spacecraft_Components,Panels,59.4,48.6,87.9,83.72,AMBIENT,LOT2026-244,,False,NONE,"[""BAR406019"", ""RFID29416""]",60,N/A,,0,,0.15,Engineering_Bay,ACTIVE
000551,Panels_055,Structural_and_Spacecraft_Components,Panels,26.7,147.4,118.8,33.08,COLD,LOT2025-648,,True,NONE,"[""BAR734555""]",57,N/A,,0,,0.47,Engineering_Bay,WASTE_EXPIRED
000552,Panels_056,Structural_and_Spacecraft_Components,Panels,37.4,136.8,42.4,147.82,AMBIENT,LOT2025-225,,True,NONE,"[""BAR865960"", ""QR1256""]",90,N/A,,0,,0.28,Engineering_Bay,BROKEN
000553,Beams_001,Structural_and_Spacecraft_Components,Beams,95.8,113.9,85.7,141.96,AMBIENT,LOT2026-619,,False,NONE,"[""BAR677637"", ""RFID67958"", ""QR5403""]",66,N/A,,0,,0.12,Engineering_Bay,ACTIVE
000554,Beams_002,Structural_and_Spacecraft_Components,Beams,71.4,78.0,90.3,66.22,WARM,LOT2024-508,,True,NONE,"[""BAR290330"", ""RFID33083"", ""QR9036""]",59,N/A,,0,,0.47,Engineering_Bay,ACTIVE
000555,Beams_003,Structural_and_Spacecraft_Components,Beams,60.3,135.1,99.9,103.73,AMBIENT,LOT2024-437,,True,NONE,"[""BAR357167"", ""RFID94557""]",62,N/A,,0,,0.07,Engineering_Bay,ACTIVE
000556,Beams_004,Structural_and_Spacecraft_Components,Beams,125.0,98.4,51.6,5.07,AMBIENT,LOT2026-958,,True,NONE,"[""BAR145864"", ""RFID20957"", ""QR1221""]",50,N/A,,0,,0.4,Engineering_Bay,ACTIVE
000557,Beams_005,Structural_and_Spacecraft_Components,Beams,90.5,126.4,103.8,14.57,AMBIENT,LOT2026-914,,True,NONE,"[""BAR565909""]",58,N/A,,0,,0.25,Engineering_Bay,ACTIVE
000558,Beams_006,Structural_and_Spacecraft_Components,Beams,54.8,90.7,12.3,8.59,AMBIENT,LOT2026-908,,True,NONE,"[""BAR977116"", ""RFID10158""]",84,N/A,,0,,0.03,Engineering_Bay,ACTIVE
000559,Beams_007,Structural_and_Spacecraft_Components,Beams,105.2,49.4,106.7,58.94,AMBIENT,LOT2024-230,,False,NONE,"[""BAR206678"", ""QR2249""]",57,N/A,,0,,0.32,Engineering_Bay,ACTIVE
000560,Beams_008,Structural_and_Spacecraft_Components,Beams,139.6,136.4,76.5,28.35,AMBIENT,LOT2024-696,,False,NONE,"[""BAR545901"", ""RFID97460""]",83,N/A,,0,,0.32,Engineering_Bay,ACTIVE
